"project","forked","stars","forks","watchers","repoAvailable","parentProject","rootProject","mainRepo","cloneUrl","lastUpdate","numberOfCommits","numberOfTags","numberOfContributors","jmhVersion","numberOfBenchmarks","javaTarget","javaSource","firstBenchmarkFound","lastCommit","lastCommitHash","defaultBranch"
"nielsbasjes/yauaa","false","304","60","31","true","","nielsbasjes/yauaa","true","https://github.com/nielsbasjes/yauaa.git","2019-08-13T10:15:46Z","1471","45","6","1.21","15","","","1477954800","1565604689","b837c1f2e23e129ec68dee684624c1fa5b28d63a","master"
"nikarh/equals-builder","false","3","0","1","true","","nikarh/equals-builder","true","https://github.com/nikarh/equals-builder.git","2018-05-10T13:22:59Z","29","3","1","1.14","15","1.8","1.8","1474919718","1476880799","20277e5382ef645788a1e50cb5828c901edf45f6","master"
"tmontgomery/nuklei","false","5","13","1","true","","tmontgomery/nuklei","true","https://github.com/tmontgomery/nuklei.git","2018-09-04T14:00:43Z","52","0","2","0.9.2","4","1.8","1.8","1406844000","1409350866","a0fe5ffa6a058949b7be0e454da65fd2ae357dd2","master"
"resilience4j/resilience4j","false","4085","486","168","true","","resilience4j/resilience4j","true","https://github.com/resilience4j/resilience4j.git","2019-08-20T09:53:07Z","981","26","64","","15","1.8","1.8","1454281200","1566394639","93b081916ac4e7258bd245526103f3ae99011ef8","master"
"togglz/togglz","false","531","169","43","true","","togglz/togglz","true","https://github.com/togglz/togglz.git","2019-08-20T15:57:14Z","724","26","48","1.12","15","1.8","1.8","1464732000","1549074761","76d3ffbc8e3fac5a6cb566cc4afbd8dd5f06c4e5","master"
"tramchamploo/buffer-slayer","false","9","15","2","true","","tramchamploo/buffer-slayer","true","https://github.com/tramchamploo/buffer-slayer.git","2019-03-07T04:20:47Z","457","59","1","1.2","15","1.7","1.7","1493589600","1527757460","5d8d00c34ca2d5ec9ebd2c685300ad40e5555c18","master"
"VitrifiedCode/JavaUtilities","false","0","0","1","true","","VitrifiedCode/JavaUtilities","true","https://github.com/VitrifiedCode/JavaUtilities.git","2016-12-04T00:42:14Z","52","0","1","","3","1.8","1.8","1490997600","1498617622","91ab34c7c6454fdd5dca5f799c4cc5b70fbf98eb","master"
"vladimirdolzhenko/hashCodeLegend","false","2","0","0","true","","vladimirdolzhenko/hashCodeLegend","true","https://github.com/vladimirdolzhenko/hashCodeLegend.git","2018-11-25T17:41:49Z","33","2","1","1.18","15","1.7","1.7","1493589600","1500308515","41209652e302a3225eab3bace0bf8abd74701e3c","master"
"matthew-dailey/java-playaround","false","0","0","1","true","","matthew-dailey/java-playaround","true","https://github.com/matthew-dailey/java-playaround.git","2016-11-01T00:25:53Z","51","0","2","1.12","11","1.8","1.8","1477954800","1483157944","53e6f7f8f34fc90c5a7330ede2501651eb930f0a","master"
"apache/commons-crypto","false","58","61","37","true","","apache/commons-crypto","true","https://github.com/apache/commons-crypto.git","2019-08-16T17:37:19Z","598","5","20","1.12","14","1.8","1.8","1467324000","1565976847","ae6ebd061cf396028a3b6ef593a41b9126278092","master"
"Vanilla-Java/Microservices","false","29","16","8","true","","Vanilla-Java/Microservices","true","https://github.com/Vanilla-Java/Microservices.git","2019-07-11T19:33:54Z","51","0","2","1.12","1","1.8","1.8","1459461600","1490883806","da33d70ad10d10e2a324a789dce733d64809fa23","master"
"DataArt/CalculationEngine","false","4","0","20","true","","DataArt/CalculationEngine","true","https://github.com/DataArt/CalculationEngine.git","2019-05-15T13:29:56Z","759","4","2","01.11.2002","14","1.8","1.8","1446332400","1453382244","34ce1d9c1f9b57a502906b274311d28580b134e5","master"
"elastic/elasticsearch","false","43481","14615","2779","true","","elastic/elasticsearch","true","https://github.com/elastic/elasticsearch.git","2019-08-20T16:59:03Z","47659","254","360","","14","12","12","1467324000","1566479060","912d740802e2c15a4a91110356be288fced4fe75","master"
"kexianda/commons-crypto","true","0","0","1","true","apache/commons-crypto","apache/commons-crypto","","https://github.com/kexianda/commons-crypto.git","2016-04-15T04:20:49Z","553","3","17","1.12","14","1.7","1.7","","","3adc20723b823bad58a39f7952300538450d3b7c","master"
"cchang738/parquet-mr","true","0","0","1","true","apache/parquet-mr","apache/parquet-mr","","https://github.com/cchang738/parquet-mr.git","2016-06-30T01:58:28Z","1795","41","71","01.03.2004","14","1.6","1.6","","","a421d952efd85ec581131069a5b132934ee286d3","master"
"saucam/incubator-parquet-mr","true","0","0","1","true","apache/parquet-mr","apache/parquet-mr","","https://github.com/saucam/incubator-parquet-mr.git","2016-04-27T02:38:41Z","1804","28","73","01.03.2004","14","1.7","1.7","","","c8d78b21b3dde3bfb36fed7cb33bd4ec3f01b8da","master"
"ilya-g/pcollections","true","0","0","1","true","hrldcpr/pcollections","hrldcpr/pcollections","","https://github.com/ilya-g/pcollections.git","2016-05-26T17:28:48Z","62","8","7","","14","1.6","1.6","","","e29fdd26692a5cd160df5021dadc64671dbefff4","master"
"juszczakn/pcollections","true","0","0","1","true","hrldcpr/pcollections","hrldcpr/pcollections","","https://github.com/juszczakn/pcollections.git","2015-04-11T23:19:07Z","59","8","6","","14","1.6","1.6","","","1e4d202745e729d39b83231799fb3ef68830c6e3","master"
"winningsix/incubator-parquet-mr","true","0","2","1","true","apache/parquet-mr","apache/parquet-mr","","https://github.com/winningsix/incubator-parquet-mr.git","2016-02-14T07:50:34Z","1867","29","90","1.17.3","14","1.7","1.7","","","6e0cc729d06f70a674edb8272b855062b6bda7b3","master"
"piyushnarang/parquet-mr","true","0","0","1","true","apache/parquet-mr","apache/parquet-mr","","https://github.com/piyushnarang/parquet-mr.git","2016-04-12T00:35:50Z","1814","39","71","01.03.2004","14","1.6","1.6","","","3ebab28b538946df13ac1621fd65640780988c72","master"
"nitin2goyal/parquet-mr-1","true","0","0","2","true","apache/parquet-mr","apache/parquet-mr","","https://github.com/nitin2goyal/parquet-mr-1.git","2015-10-19T03:48:34Z","1739","39","65","01.03.2004","14","1.6","1.6","","","29cc207940399451ad633d721d518f1433c78f5e","master"
"presidentio/test-data-generator","false","21","8","3","true","","presidentio/test-data-generator","true","https://github.com/presidentio/test-data-generator.git","2019-04-27T15:42:43Z","50","0","3","01.06.2003","9","1.7","1.7","1427839200","1509112915","8a544a23879c516d74b5c83dc8d876a68b480e69","master"
"hrldcpr/pcollections","false","582","54","35","true","","hrldcpr/pcollections","true","https://github.com/hrldcpr/pcollections.git","2019-08-20T09:17:53Z","133","17","13","","14","1.6","1.6","1443650400","1565189326","34a6c54a44510cf53ca660b0a5e719744e287b9e","master"
"marschall/sets","false","1","0","1","true","","marschall/sets","true","https://github.com/marschall/sets.git","2016-12-30T12:24:48Z","87","4","1","1.19","14","1.8","","1470002400","1507876418","f6d79b7dd7a5012904ad0359dc7403e9f612c020","master"
"micrometer-metrics/micrometer","false","1795","378","119","true","","micrometer-metrics/micrometer","true","https://github.com/micrometer-metrics/micrometer.git","2019-08-20T16:02:27Z","1792","49","105","","14","","","1493589600","1566455969","04cb310abd68a00ab53da7641b2bdbe2a30c02c2","master"
"maxdemarzi/GuancialeDB","false","2","0","1","true","","maxdemarzi/GuancialeDB","true","https://github.com/maxdemarzi/GuancialeDB.git","2017-01-25T20:14:04Z","49","0","1","1.17.3","10","1.8","1.8","1483225200","1484978138","55c14c3305a2038611361a55cb6840161fbb1a14","master"
"C0rWin/Java-KMeans-Coreset","false","3","0","3","true","","C0rWin/Java-KMeans-Coreset","true","https://github.com/C0rWin/Java-KMeans-Coreset.git","2019-03-08T14:56:07Z","49","0","3","1.15","8","1.7","1.7","1477954800","1506871338","ae92cab7795842d3d5958b5168eeee43b4efba65","master"
"vgalloy/autocatch","false","1","0","1","true","","vgalloy/autocatch","true","https://github.com/vgalloy/autocatch.git","2019-03-30T17:48:50Z","61","7","1","1.21","14","","","1551394800","1553968103","34e3c7a375de6408752ab394a22ec5f8857d9297","master"
"Pitt112/night-hawk","false","0","0","1","true","","Pitt112/night-hawk","true","https://github.com/Pitt112/night-hawk.git","2016-12-20T21:36:09Z","48","0","1","1.17.4","2","1.8","1.8","1485903600","1499688381","edf6edf9e1a1c2460462da7b3914e6b6c81edb74","master"
"krystian-k/java-feature-bench","false","0","0","0","true","","krystian-k/java-feature-bench","true","https://github.com/krystian-k/java-feature-bench.git","2018-05-20T21:28:01Z","47","0","1","1.19","28","","","1493589600","1526851679","517794edc106865dc8c34e695019d373d3650aa7","master"
"eseifert/gral","false","139","33","14","true","","eseifert/gral","true","https://github.com/eseifert/gral.git","2019-07-24T11:24:47Z","1135","5","2","","1","1.7","1.7","1462053600","1554019783","e280d2650ef3ae51b21650e2ff5dfecd536e5299","master"
"easymock/objenesis","false","367","67","37","true","","easymock/objenesis","true","https://github.com/easymock/objenesis.git","2019-08-18T20:16:07Z","626","16","12","1.21","13","1.8","","1430431200","1564764257","5150f00fc0810bf9e643f8ba358f4338191aa526","master"
"lexas2509/perf","false","0","0","1","true","","lexas2509/perf","true","https://github.com/lexas2509/perf.git","2015-04-08T20:08:27Z","47","0","1","01.09.2002","4","1.6","","1431855534","1431855534","08e322d9a2adff564a241c7a77a08258abf86c6f","master"
"mourao666/cassandra-sim","false","1","1","1","true","","mourao666/cassandra-sim","true","https://github.com/mourao666/cassandra-sim.git","2016-04-17T16:46:17Z","46","0","1","","28","","","1446332400","1460914039","5143b8d5a3f1c3362e2c169963991fa1a0238f9d","master"
"atomfrede/logw","true","0","0","0","true","sajato/logw","sajato/logw","","https://github.com/atomfrede/logw.git","2015-05-26T19:23:27Z","83","0","2","1","13","","1.8","","","3ea12c6389d1276badd19558fc9176a3aef14325","develop"
"irudyak/objenesis","true","0","0","1","true","easymock/objenesis","easymock/objenesis","","https://github.com/irudyak/objenesis.git","2015-10-01T06:35:04Z","468","9","4","01.10.2003","13","1.5","1.5","","","89c898415297c68a186a7d1ff382061e59c1f631","master"
"nickman/UnsafeAdapter","false","2","0","2","true","","nickman/UnsafeAdapter","true","https://github.com/nickman/UnsafeAdapter.git","2017-09-24T17:10:36Z","46","0","1","0.9.3","7","1.6","1.6","1434808169","1434808169","d2f822efb368e26ff2d8aff8b7a19d12d61d6d0f","master"
"reactor/reactor-core","false","2520","508","150","true","","reactor/reactor-core","true","https://github.com/reactor/reactor-core.git","2019-08-20T16:40:40Z","2656","56","101","1.21","13","1.8","1.8","1496268000","1566319236","2e7bac8e2cc85f798e147e248b45dbd239ea4616","master"
"sajato/logw","false","3","1","2","true","","sajato/logw","true","https://github.com/sajato/logw.git","2016-06-21T20:02:11Z","84","1","2","1","13","","1.8","1441058400","1466539190","ac4c7b8a1aa22ce6b03c0091cec73d8a9e916c8b","develop"
"Leibnizhu/spring-boot-starter-netty","false","91","23","13","true","","Leibnizhu/spring-boot-starter-netty","true","https://github.com/Leibnizhu/spring-boot-starter-netty.git","2019-08-17T16:23:09Z","46","0","1","1.19","2","","","1506808800","1542114717","64e76890654e411d2fc390439c1b306e137938e7","master"
"jvz/nio-logger","false","0","0","1","true","","jvz/nio-logger","true","https://github.com/jvz/nio-logger.git","2017-02-25T23:20:19Z","45","0","1","1.17.5","15","1.8","","1488171734","1488171734","b634f7db6dd36172aca2bfd333992ea082fbd2a2","master"
"akarnokd/RxJava2Extensions","false","565","33","25","true","","akarnokd/RxJava2Extensions","true","https://github.com/akarnokd/RxJavaExtensions.git","2019-08-20T08:31:07Z","500","72","10","1.16","12","1.6","1.6","1488322800","1566289860","c038c2033345cb6846007fa3f3c70d47b0e07e51","3.x"
"apache/aurora","false","616","233","174","true","","apache/aurora","true","https://github.com/apache/aurora.git","2019-08-18T21:05:48Z","4068","37","91","1.15","12","","","1420066800","1565729941","37f7797d2ebd1ac320a304186a3c3b17f2fcdedf","master"
"blynkkk/blynk-server","false","1512","536","159","true","","blynkkk/blynk-server","true","https://github.com/blynkkk/blynk-server.git","2019-08-20T07:33:46Z","4799","183","15","1.19","12","11","11","1454281200","1566282682","11d8f7d4ba7ff0f5a661bbbfc4ed4db6571d8b77","master"
"coconut2015/cookjson","false","3","0","3","true","","coconut2015/cookjson","true","https://github.com/coconut2015/cookjson.git","2018-01-13T13:58:52Z","116","2","2","1.12","12","1.6","1.6","1490997600","1504369929","3dc4cfeda40301c6e7a7679271ccd2fa57d61e03","master"
"davidmoten/hilbert-curve","false","30","3","4","true","","davidmoten/hilbert-curve","true","https://github.com/davidmoten/hilbert-curve.git","2019-08-19T22:29:29Z","284","7","1","1.21","12","1.8","","1488322800","1561546324","318895edaed242c6535de11409106ba23fc6f845","master"
"mbosecke/template-benchmark","false","116","61","12","true","","mbosecke/template-benchmark","true","https://github.com/mbosecke/template-benchmark.git","2019-08-14T16:11:35Z","45","0","6","01.11.2002","8","1.7","1.7","1424841600","1457496778","8b00e1fa38e097eeb108e205feb3a4f8a78bf6c2","master"
"iksmada/DC-UFSCar-ES2-201601-GrupoDilema","false","0","1","5","true","","iksmada/DC-UFSCar-ES2-201601-GrupoDilema","true","https://github.com/iksmada/DC-UFSCar-ES2-201601-GrupoDilema.git","2016-05-20T18:19:12Z","44","0","5","","4","1.8","1.8","1464732000","1466742667","01c8f878cfbab434f870445ecc976b067abee8b4","master"
"mangeshpardeshiyahoo/druid","true","0","0","1","true","apache/incubator-druid","apache/incubator-druid","","https://github.com/mangesh-pardeshi/druid.git","2018-07-06T15:32:39Z","6284","371","85","01.09.2002","12","1.7","","","","75ee9521972a335cd595da451164b7c8b3760bc0","master"
"thinker0/aurora","true","0","0","0","true","apache/aurora","apache/aurora","","https://github.com/thinker0/aurora.git","2019-02-20T02:53:13Z","4063","61","90","1.15","12","","","","","8bed0572a420079b850af03e8cd9faa3a1c3261d","master"
"RodrigoRubino/DC-UFSCar-ES2-201601-Grupo-Brainstorm","false","0","0","5","true","","RodrigoRubino/DC-UFSCar-ES2-201601-Grupo-Brainstorm","true","https://github.com/RodrigoRubino/DC-UFSCar-ES2-201601-Grupo-Brainstorm.git","2016-05-20T18:41:04Z","44","0","4","","4","1.8","1.8","1464732000","1466784439","767b264c21a821440911f40a80918fa0ac6a07a0","master"
"nextopcn/lite-pool","false","40","15","6","true","","nextopcn/lite-pool","true","https://github.com/nextopcn/lite-pool.git","2019-04-18T07:38:28Z","116","3","2","1.17.4","12","1.8","1.8","1517439600","1527774593","8b90410f94bae05fdea4c86821d2ed220a5cbc27","master"
"opendaylight/controller","false","298","311","91","true","","opendaylight/controller","true","https://github.com/opendaylight/controller.git","2019-08-20T12:06:26Z","8475","65","97","1.21","12","","","1409522400","1566397654","45371f6048ab259f7ed536962bd081d1eb5ae2ef","master"
"ReneNeubert/gradle-java-template","false","0","0","1","true","","ReneNeubert/gradle-java-template","true","https://github.com/ReneNeubert/gradle-java-template.git","2017-01-28T23:53:19Z","82","43","1","","12","1.8","1.8","1485647600","1486672753","6c01ad78c4d52fa43a2f9c6d483370cf96112f53","develop"
"sboesebeck/morphium","false","49","13","15","true","","sboesebeck/morphium","true","https://github.com/sboesebeck/morphium.git","2019-08-20T13:36:17Z","2735","83","7","1.21","12","1.8","1.8","1459461600","1566307762","f7eeb724cead8c00a52482be8beae82a6238f850","master"
"awood/crl-stream","false","1","0","1","true","","awood/crl-stream","true","https://github.com/awood/crl-stream.git","2017-11-24T06:49:27Z","42","0","1","01.11.2002","4","1.6","","1448924400","1518718258","2932cd61deecd71aa802f1b6681758a0af5cdd9a","master"
"f1xmAn/bindable-executors","false","","","","false","","","","","","","","","","","","","","","",""
"akarnokd/ixjava","false","206","8","15","true","","akarnokd/ixjava","true","https://github.com/akarnokd/ixjava.git","2019-06-11T11:23:21Z","92","14","3","1.17.4","11","1.6","1.6","1470002400","1508489332","add721bba550c36541faa450e40a975bb65e78d7","1.x"
"apache/orc","false","267","202","46","true","","apache/orc","true","https://github.com/apache/orc.git","2019-08-14T22:31:36Z","539","25","51","1.2","11","1.8","1.8","1493589600","1565821855","8b500dddd73e26860013de97894d65935a5e9941","master"
"federicotg/hashing","false","0","1","1","true","","federicotg/hashing","true","https://github.com/federicotg/hashing.git","2015-04-04T13:56:39Z","41","0","1","1.1","98","1.8","1.8","1427839200","1446318824","ece1adbe820512d470424218562f74a22b017305","master"
"tallerjavaunicen/TallerJava","false","0","5","3","true","","tallerjavaunicen/TallerJava","true","https://github.com/tallerjavaunicen/TallerJava.git","2019-05-14T14:12:34Z","41","0","4","1.21","3","1.8","1.8","1496268000","1557843152","8edee6bc9da51ec1a6b3aabaea03fcdf35778290","master"
"lukas-krecan/java8-playground","false","4","3","2","true","","lukas-krecan/java8-playground","true","https://github.com/lukas-krecan/java8-playground.git","2016-11-11T16:31:20Z","41","0","2","0.1","0","1.8","1.8","","1444831217","","master"
"dropwizard/metrics","false","6655","1642","422","true","","dropwizard/metrics","true","https://github.com/dropwizard/metrics.git","2019-08-20T11:15:22Z","2519","81","177","1.21","11","1.8","1.8","1412114400","1566299716","de0f622979b72bab86178a46c387c439522ed99a","4.1-development"
